sample_id,Area,AreaIntgP(%),FWHM,Width,Height,Type,max_voltage,min_voltage
161,2.2559493824234877e-05,10.27633717037159,-0.0274776025347622,1.87027293300004,0.0001575005605395,Cyclohexane,0.09640322,0.05749312
163,0.0027176139099071,30.453383617386816,-0.00890410283198177,1.00788296544661,0.0004116630044134,Cyclohexane,0.15860894,0.05488701
164,-0.013167603314653,-94.0667471210616,2.9108119764788585,0.878728237323558,0.0001921270056466,Cyclohexane,0.07897218,0.01533492
166,0.0013680383487614,36.11412375961577,4.773348189486484,4.28301788206261,0.0003666526031946,Cyclohexane,0.20715833,0.04763217
169,2.6231824102326043e-05,5.313771593463962,-0.0480565195419776,2.23980760060151,0.0001513368559189,Cyclohexane,0.11154743,0.05486762
170,0.0006048286935157,0.0428868777206601,3.192416096096981,3.22681340673331,0.0001630395093406,Cyclohexane,0.18588156,0.05324084
171,0.0014638754819586,37.793094995518686,2.9901525336616537,2.01963862448118,0.0001353968699969,Cyclohexane,0.12826103,0.03276804
173,0.0027545711723423,39.46001030519631,72.74249969813404,43.3603002106135,-0.000113145576439101,Cyclohexane,0.09215163,0.04643825
174,0.0010117023564607,20.73698839868077,1.920192977943128,0.655575425437331,0.0003292201238415,Cyclohexane,0.11048062,0.04988778
175,0.000710896901936,2.354202750844775,-0.0285745367330203,0.627129759748065,0.0002507606555454,Cyclohexane,0.14355774,0.05015373
176,0.0022211654473059,30.95477811140646,0.0900459810072957,1.5272785909542,0.0004269148806402,Cyclohexane,0.11026393,0.04941288
177,7.814985169131481e-06,0.2818800576941361,0.0579335003499894,0.0110830803062281,0.0001766423617508,Cyclohexane,0.16159766,0.05461992
178,0.0007199051512229,14.057053480232604,2.702198251347321,5.65775611743698,-0.000149879056127797,Cyclohexane,0.09855726,0.005
179,0.0006752588096518,0.3269055849449564,84.63626932020975,29.7304218950789,0.000241954762799,Cyclohexane,0.12938783,0.04718936
181,6.826015359930407e-05,12.730178032658932,4.289363866350676,5.14530032969078,0.0001736328729619,Cyclohexane,0.11571897,0.03604108
182,0.0006155617421329,16.230175186531685,2.86326657670189,0.851250074866258,0.0002102870374336,Cyclohexane,0.06311158,0.02481376
184,0.0004238476990947,9.83432459016942,3.976761800350872,3.77984658024458,0.0001415323740908,Cyclohexane,0.2211325,0.03702021
185,0.001220059654765,32.41017586368908,2.709015210919405,0.782205362719615,0.0001834310827219,Cyclohexane,0.19313724,0.06854738
187,0.0008170114175789,31.857848288868134,2.9453125287879978,2.83985803083428,0.0001620274615478,Cyclohexane,0.15936731,0.06537981
190,-0.00784185523614612,-93.3089837152469,0.0572880087179484,0.280623148951012,0.0001740225770614,Cyclohexane,0.18286541,0.08483958
191,-0.0124953264079546,-28.1765157816338,6.086656523894478,3.78976408096605,0.000253393788792,Cyclohexane,0.14147076,0.06467462
192,0.0007515067371104,31.00645303540882,35.71271428090683,35.8608466266176,0.0002531532826391,Cyclohexane,0.11165632,0.05032693
194,0.0007010417555425,18.585070265721523,0.0479331785434116,2.74271777276865,0.0001406135769323,Cyclohexane,0.16316347,0.03803625
197,-3.26259724790018e-05,13.199509713185853,2.677016947125296,2.66723221026744,0.000180377224796,Cyclohexane,0.10248149,0.03305165
198,-0.0111081485041555,-1.29966696008343,0.1377269393473685,0.082795621397742,-0.000112608954147498,Cyclohexane,0.22943112,0.03936374
199,0.0027622226802163,41.789980928273984,-0.00800421768767194,1.70149809821573,0.0002492115491052,Cyclohexane,0.11086371,0.0510702
200,0.0024951932595758,18.29449950200087,32.003766998735564,41.6687808944112,0.0002107019019796,Cyclohexane,0.14908524,0.05767288
201,0.0014959283486343,19.10092057799585,5.842495065595505,4.79846915210132,0.0003354028169687,Cyclohexane,0.12555184,0.08435968
204,3.0799986206376133e-05,-0.144214365686257,4.311734819869581,3.17218274989966,-5.52549056528746e-06,Cyclohexane,0.13099016,0.04583979
205,0.0015105771265232,36.28782899946235,-0.117703142034128,0.737501552837161,0.0003024005218324,Cyclohexane,0.24851254,0.04607943
207,0.0002339348727737,13.42242235188334,-0.11203963669012,0.399928543948733,0.0002188105118034,Cyclohexane,0.11951526,0.03808168
208,0.0014074737992082,17.918650900134455,3.823801612024391,2.09686786981584,0.0002920350903712,Cyclohexane,0.17929635,0.02781907
209,0.0014814962572978,38.31022867990889,2.406880434901906,1.82052820369853,0.0001681666148285,Cyclohexane,0.14578007,0.04059899
211,0.0007090645021818,13.651050080389757,2.975239786962509,0.435738799722442,0.0004445489772429,Cyclohexane,0.15109738,0.04422537
212,0.0004639982348958,35.77869453566218,8.082509502830446,35.0314278189021,0.0001726614363463,Cyclohexane,0.20102458,0.06736193
214,0.0005569446328261,14.596131248446744,2.7582389787667068,0.418561570187865,0.0002311923220669,Cyclohexane,0.08868287,0.02574135
218,0.0004379317732687,11.11965171809286,5.3305441226732,1.36146762858155,0.0003707979575603,Cyclohexane,0.16428837,0.06374552
219,0.0010216698984693,31.648229263409814,2.9406552358077227,7.34629953236781,0.0003313085901156,Cyclohexane,0.19083781,0.03958423
221,0.0004295919221227,12.799394011582852,2.420923901359276,2.32651620379254,-0.000253826679132154,Cyclohexane,0.18146773,0.04873591
226,-0.000652228059466136,-94.832367803248,5.798567483325586,4.70412252729281,-0.000167113802706374,Cyclohexane,0.08973655,0.05772647
228,-1.37710380709395e-05,10.753558892682076,-0.0480419838005658,1.47501778710838,0.0002168956907555,Cyclohexane,0.15508062,0.04306882
231,-0.00632806946756278,-95.165536587742,0.0475149288090938,-0.0288321197956487,0.0001687954500593,Cyclohexane,0.15688194,0.08863006
234,0.0006030912674559,14.285176949702825,1.77116432753218,2.18165038344876,0.0001813850647384,Cyclohexane,0.15951397,0.06846542
235,-5.03830800527886e-05,6.480888461899497,2.5802618759003386,2.82633524965772,-0.000265407325822055,Cyclohexane,0.19006355,0.06397135
236,0.0007040632568197,13.43806904254416,2.5012561358601006,0.776622066057531,0.0001722904426498,Cyclohexane,0.13099397,0.04854447
237,0.001454944045212,45.3852871326419,2.4726378187910543,3.85690254906655,0.0002488867963648,Cyclohexane,0.17211632,0.0268454
240,0.0010155878073457,22.718805544058142,6.467745578315481,4.87183384903526,0.0001693586177307,Cyclohexane,0.1505566,0.06536429
243,0.0022553365666607,20.354350969956982,2.771842103836367,2.29055951982951,0.0002606671778529,Cyclohexane,0.16283761,0.05531977
245,0.0017690094042416,48.57178487266663,1.983306832409005,2.32856157529779,0.0002348282535862,Cyclohexane,0.09792163,0.0613171
247,0.001043371816188,38.76448328772608,5.063190185002373,21.9769515889744,-0.00016957249448049,Cyclohexane,0.19459195,0.05478018
248,0.0012946769797297,22.74151160768585,4.412609737364639,3.02426227465914,0.0003329699621506,Cyclohexane,0.11506514,0.04724797
249,0.0006667007084642,-0.88807448421494,-0.0496998796445606,0.383014611792581,0.0001659408077864,Cyclohexane,0.13828658,0.01827328
254,-0.000116671913218236,0.6545850416776652,8.209618978762725,5.22154382288775,-0.000267395068785818,Cyclohexane,0.14251181,0.06533839
255,0.0006614510476768,-79.2123715609785,8.096942748824672,5.3501964318812,-8.74229604356996e-05,Cyclohexane,0.20343207,0.07869424
256,0.0010424440159503,14.335727594789844,3.297812759302381,3.90014179784402,0.000158350887748,Cyclohexane,0.05211197,0.03701896
259,0.0012317002887076,31.384098284521148,4.928125919113231,4.33548021030827,0.000159936827264,Cyclohexane,0.09501055,0.05620107
261,0.0025833070460779,37.223024294930006,1.8826562513059095,2.79466252176981,0.0003717924134578,Cyclohexane,0.18900404,0.04572872
262,2.9207789268733947e-05,0.2537303255307461,4.123848078266275,2.94411310361356,-0.000273214486034471,Cyclohexane,0.15117016,0.01597387
263,0.0007531601041983,-1.42288526495572,8.274843521488158,4.17640924576172,0.0003003931410643,Cyclohexane,0.10267179,0.02063667
266,0.0025331211671498,32.5796940527138,0.1665669676863229,0.109126542187377,0.0001723734048789,Cyclohexane,0.15885319,0.005
269,6.653172914933498e-05,10.146617328657694,6.432699863253973,18.5521506756632,0.0001321620655432,Cyclohexane,0.15950894,0.02596086
272,-0.00122646051095533,-1.63603248354386,3.553373456314871,2.79785545300341,-0.000278687149719165,Cyclohexane,0.21475879,0.05432811
274,0.0011938464627175,-0.60634653998349,2.641309643711048,2.71291984969153,0.0003370209265847,Cyclohexane,0.22010386,0.04305553
275,0.0006381876011175,14.419743261118866,1.4226243569138046,3.63833583557454,0.0002261868292634,Cyclohexane,0.0992752,0.04822829
276,0.0008011581576447,-0.0280194823677062,0.0380548074774747,0.553350617687718,0.0002033792997126,Cyclohexane,0.1769613,0.05962455
279,0.0007698914519457,0.2050575547079132,0.0715824177101094,0.000923658630061698,0.0003230768889755,Cyclohexane,0.21318592,0.005
280,0.0011721747000714,25.246711730782582,0.0488990984978744,1.88226866039362,0.0001754289763989,Cyclohexane,0.16425933,0.02237533
281,0.0007465823917872,15.061018168791607,-0.0726580299187641,-0.0181731506517581,0.0001962431926641,Cyclohexane,0.1243887,0.03295176
284,9.679617971199966e-06,14.163123047297928,4.416165292870853,4.53815713631253,0.0002575341699859,Cyclohexane,0.1497283,0.005
285,0.0003950905638309,-57.7765596729315,85.13062898340138,78.4661965673505,0.0001758430378851,Cyclohexane,0.07970839,0.06558998
286,0.0013834928753789,31.288522599782773,2.6474436969637942,2.15421877835522,0.0003686220281604,Cyclohexane,0.10655591,0.06151061
290,0.0012295640380439,33.65326243410042,2.637860452616533,2.12970398723069,0.0005366699004014,Cyclohexane,0.10554536,0.06086016
291,0.0011071805454932,0.2521252779540076,6.3589426952488965,16.8623138284008,-0.000287336633076663,Cyclohexane,0.09113716,0.06902913
294,0.0004801826266065,0.4477656990256227,0.0368029539269902,0.0345171583491474,0.0001902023622359,Cyclohexane,0.1593121,0.01971871
296,-4.90935352233708e-06,0.5634100413201327,2.672583747437044,3.56106295609144,-0.000159229341131104,Cyclohexane,0.11086441,0.0373204
299,0.0010817092024244,40.8070829669806,5.921529465700887,29.2835453652737,0.0002307578143095,Cyclohexane,0.23672823,0.04265104
300,-9.10775045085819e-05,-0.980707478153127,4.547154838723974,3.17770463536221,-0.000235400647291167,Cyclohexane,0.10576201,0.05616224
301,0.0014487981313559,37.41690871727012,5.518935997044487,6.99330830004139,0.0002572998556961,Cyclohexane,0.1457972,0.04823412
302,-3.21464711447955e-06,-1.66908897246295,16.837078763930478,13.0739693341963,0.0001582060913906,Cyclohexane,0.1586878,0.03595505
303,-0.000258345141460777,13.315597415203442,2.720868404667414,0.266886373680759,-6.84223515008039e-05,Cyclohexane,0.12113181,0.0163907
304,3.665398023396993e-06,12.79664291199181,0.0495472130539973,0.0610958832395286,-0.000306435767497578,Cyclohexane,0.20580336,0.02722205
306,0.0010222402516236,29.6919198502775,3.677206012309754,0.542193004251049,0.0003445599641887,Cyclohexane,0.10139205,0.04498771
307,0.0007885584139367,13.704628812264048,49.123327334244685,29.9887877618109,0.000217544382031,Cyclohexane,0.12726617,0.06089881
309,0.0012291012771511,20.498626826699294,32.704906706797594,9.69721266482095,-0.000116962013759379,Cyclohexane,0.18836499,0.0290381
310,0.0006234623426157,14.16533254687915,2.748532120902275,4.54838271762342,0.0002013004235625,Cyclohexane,0.12313271,0.04314142
311,0.0008221690174207,12.931335152373164,3.667292414561649,2.92409854830566,0.000186794163681,Cyclohexane,0.19653877,0.005
313,0.0027474746008239,32.47710797389961,7.316496868176436,38.0477669531776,0.0003587928681543,Cyclohexane,0.1126065,0.06181183
315,0.0005637992303079,4.1385318426119,0.0035369928109292,-0.0827795544983339,0.0001701965075805,Cyclohexane,0.17645525,0.05158713
316,-2.43964581819838e-06,-0.439401886290364,2.6475328158802687,1.7759347746032,6.284053096444029e-05,Cyclohexane,0.09867243,0.05443833
319,-0.0016361684177865,-0.926474391575254,0.5754835050477065,-0.0406400652917764,0.0002146652009533,Cyclohexane,0.20196713,0.0358264
323,0.0009490245823786,33.86700277607577,0.0160647357767864,0.0513194508581516,0.0004194730526036,Cyclohexane,0.15128436,0.04067476
324,0.0006447824727238,-18.5300684713609,2.836510440170127,0.88662556280877,0.0001246101452348,Cyclohexane,0.15299242,0.08204649
330,0.0024362056109046,44.32159455915428,2.402396911777647,4.23657490908599,0.0004038417623211,Cyclohexane,0.14832638,0.06052281
331,0.0007515342106394,14.856676120198806,0.1713836245698567,0.00890519401418211,0.0002194508029903,Cyclohexane,0.1432707,0.02552581
332,0.0006186240569447,32.18892457005701,5.385455362277873,4.13732818326004,0.0001762033030566,Cyclohexane,0.14916356,0.06393523
333,-5.2681417351099e-05,-1.33471000149005,0.0065815389520256,0.00344781342705021,0.0001788942753068,Cyclohexane,0.12061318,0.0579034
336,0.0009393290825541,14.753757348088271,2.7393913201315048,4.73251352351753,0.0001715523730401,Cyclohexane,0.143099,0.04945414
338,-0.00548035621632358,-1.51319677163018,2.674393827587992,0.786720760775138,-0.000261941437756323,Cyclohexane,0.1224933,0.07662501
339,2.062044324558393e-05,-0.0892909783455318,0.1450938523968834,-0.0188174234451231,-0.000227919843180172,Cyclohexane,0.08582509,0.05202927
341,0.0004103208690856,16.11895785715072,0.0450242869400858,0.0365106739651291,0.0002116515499039,Cyclohexane,0.13204285,0.0437344
342,0.0002966279988361,-12.3013876591045,2.8910313878985128,1.85777231552716,0.0002482014131562,Cyclohexane,0.22339517,0.03472723
344,0.0007119179519566,29.945373030817063,4.4038026961228764,4.30991530124591,0.0001349975337328,Cyclohexane,0.14108882,0.02949527
345,0.0010034925599326,0.2286084686720241,-0.0862708019885326,-0.0227767152202737,0.0002696150971847,Cyclohexane,0.23681987,0.01476043
346,-0.0128677239679966,-44.056787587118,0.0870079740040722,0.0682814565583814,0.0001596027104585,Cyclohexane,0.10748489,0.0631134
347,0.0008423283157821,36.992021027560654,60.19432752453648,9.6814481407362,-8.69007439367097e-05,Cyclohexane,0.14099397,0.04941612
348,0.0024716553669666,30.33327267086746,-0.104586620021793,0.460196285632251,0.0003990034637552,Cyclohexane,0.16788233,0.05043268
349,0.0010910684473622,20.35296687291564,2.86248088707084,2.55299706768256,0.0002491913049679,Cyclohexane,0.13472244,0.04566513
350,1.9782094628453e-05,-0.0338082567296371,4.081642095579958,2.30257471456851,-0.000249861010868025,Cyclohexane,0.15273608,0.03709962
351,0.001229815817525,17.435081763786886,2.7853900934524605,2.06806842389423,0.0003550020267941,Cyclohexane,0.10798189,0.04174951
353,0.0011848041095619,7.831251240255195,2.9859540359526173,2.14862457608902,0.0002209792898967,Cyclohexane,0.17915613,0.01441948
355,0.0010414362301835,30.574632650240705,3.7045115531725847,4.092318552763,0.000247533334914,Cyclohexane,0.17138233,0.05058594
356,0.0012796323386819,47.74478637264295,18.945070252754103,7.04056818093362,0.0001803379976537,Cyclohexane,0.15925785,0.04218948
357,0.0007164942281884,31.458354994066443,2.5263543764613967,0.0434659963345756,0.0001784773615017,Cyclohexane,0.1665755,0.05446279
358,0.001022168450808,31.072822398919875,0.0484399208011634,1.83964940889419,0.0001616952863097,Cyclohexane,0.14491854,0.05526039
359,0.0010801767875332,20.49563192556632,3.8295335889897353,1.69713386143615,0.0001617531222613,Cyclohexane,0.19610835,0.03655564
361,-0.000335060423931346,0.1233005629643907,-0.0502124995499825,-0.0273272867494425,-0.000184539964174833,Cyclohexane,0.17516547,0.02916545
363,0.0004457673318669,-0.492456442452653,-0.212242725983358,0.104952251152567,-0.000137904036560482,Cyclohexane,0.13009585,0.04467419
364,0.0015118747496171,21.00959520563221,-0.0730563587381768,1.60166723245438,0.0002554391623103,Cyclohexane,0.16869068,0.0323084
367,2.260634730434991e-05,0.8832763634275542,-0.0514669335924266,0.66588393161207,0.0001851472962028,Cyclohexane,0.15214577,0.02543616
368,0.0010041775867926,32.0776030928973,3.7252491386910096,6.48176205612361,0.000193493290004,Cyclohexane,0.14336263,0.005
